pathway	pval	padj	ES	NES	nMoreExtreme	size	geneset	type	genes
Glycolysis	0.0283173754485885	0.12871534294813	0.65022747762576	1.42725041628677	1948	120	h.all	Adrenocortical Carcinoma	NSDHL,GALK1,PGAM1,ISG20,GLRX,GOT1,UGP2,HSPA5,IDH1,CYB5A,SLC37A4,LDHA,ENO1,PDK3,SAP30,GALK2,GNE,CHST2,PPIA,GYS1,PYGL,PLOD1,AURKA,PFKP
Mitotic_spindle	0.0403484485261843	0.129659387803575	-0.575415210870008	-1.43509910244306	1194	144	h.all	Adrenocortical Carcinoma	MID1IP1,FGD6,PCM1,NCK2,SMC4,TLK1,ARHGEF3,OPHN1,EPB41,ABR,YWHAE,HOOK3,CSNK1D,UXT,TSC1,ITSN1,VCL,TUBGCP3,CDK5RAP2,ARAP3,KIF5B,APC,CEP250
Estrogen_response_late	0.0341065982916357	0.129659387803575	0.677305911821436	1.44025678542823	2247	88	h.all	Adrenocortical Carcinoma	IDH2,FDFT1,FOS,BCL2,ISG20,BTG3,DHCR7,SORD,SCARB1,SLC9A3R1,SNX10,ST14,PTPN6,GLA,RAPGEFL1,NBL1,MDK,CDC6,UGDH,CELSR2,PPIF,DNAJC1
Xenobiotic_metabolism	0.0377811094452774	0.129659387803575	0.662217653114739	1.42219770172182	2519	97	h.all	Adrenocortical Carcinoma	SERPINE1,NPC1,SERTAD1,TMEM97,ALAS1,MT2A,IDH1,IL1R1,RETSAT,PGD,CYB5A,PTS,PDLIM5,DDT,PMM1,AP4B1,GABARAPL1,ACP1,SMOX,ASL,LPIN2,SHMT2,UGDH,GART,UPP1,SLC46A3
Fatty_acid_metabolism	0.0414910040971439	0.129659387803575	0.649699798630995	1.40530820322585	2794	104	h.all	Adrenocortical Carcinoma	NSDHL,FASN,HSD17B7,OSTC,TP53INP2,HMGCS1,IDH1,RETSAT,GRHPR,ACSS1,BLVRA,LDHA,PTS,SUCLG1,ODC1,YWHAH,GABARAPL1,UGDH,AUH,HSD17B11,UBE2L6
Coagulation	0.0399002092386931	0.129659387803575	0.72221684446102	1.45874966465386	2478	56	h.all	Adrenocortical Carcinoma	SERPINE1,TIMP3,DUSP14,C1R,CASP9,BMP1,MST1,RABIF
Complement	0.0445594621928729	0.131057241743744	0.64779352160825	1.39967008868205	2995	103	h.all	Adrenocortical Carcinoma	SERPINE1,CASP7,LIPA,HSPA5,C1R,CASP3,FDX1,CASP4,CASP9,PDP1
Inflammatory_response	0.0499154236506228	0.138653954585063	0.671308015573209	1.41049930897039	3245	79	h.all	Adrenocortical Carcinoma	SERPINE1,BTG2,IL1R1,LDLR,SLC31A1,KLF6,CHST2,ICAM1,IL4R
UV_response_up	0.0581254396073091	0.152961683177129	0.640134348278991	1.37643348735719	3883	98	h.all	Adrenocortical Carcinoma	BTG2,TFRC,FOS,ALAS1,JUNB,ATF3,RHOB,BTG3,FEN1,CASP3,TUBA4A,ICAM1,POLG2,RAB27A,TAP1,NR4A1,PPIF
Apical_junction	0.0670280554465014	0.161033424683203	0.639519428342396	1.36583575812169	4438	92	h.all	Adrenocortical Carcinoma	MVD,INSIG1,MAPK11,CERCAM,ARPC2,YWHAH,BMP1,LIMA1,MDK,ICAM1,ADAM9,THBS3,TUBG1,CLDN15
Heme_metabolism	0.0676340383669454	0.161033424683203	0.607949000528079	1.33916608217009	4674	124	h.all	Adrenocortical Carcinoma	BTG2,PPP2R5B,TFRC,RANBP10,BNIP3L,BLVRA,MKRN1,ISCA1,SLC10A3,HMBS,HTATIP2,SMOX,HTRA2,LPIN2,MINPP1,PRDX2,SLC25A37
Peroxisome	0.0800031281770548	0.181825291311488	0.662165009718192	1.36912658974883	5114	68	h.all	Adrenocortical Carcinoma	FDPS,IDH2,IDH1,RETSAT,ISOC1,CNBP,YWHAH,DHRS3,MSH2,BCL10,HSD17B11,ITGB1BP1
E2F_targets	0.0889157999715059	0.193295217329361	0.581401158698013	1.29586131676299	6240	140	h.all	Adrenocortical Carcinoma	CHEK2,DUT,KPNA2,TFRC,LBR,MCM6,PHF5A,UBE2T,POLD2,TACC3,CIT,RAN,MKI67,RBBP7,AK2,SPAG5,ATAD2,CDCA8,DONSON,RACGAP1,TIMELESS,TK1,MSH2,PAICS,AURKA,MTHFD2,PPM1D,TUBG1,ZW10,RANBP1
Adipogenesis	0.095469898668786	0.198895622226638	0.57357247456068	1.28310707678777	6726	146	h.all	Adrenocortical Carcinoma	PLIN2,ACLY,MAP4K3,DHCR7,SLC5A6,IDH1,RETSAT,SCARB1,ARL4A,SAMM50,SUCLG1,DDT,ELOVL6,AK2,GADD45A,UBC,IMMT,UQCR11,TANK
UV_response_dn	0.110298229263747	0.220596458527493	0.633641592666287	1.31935954919884	7100	73	h.all	Adrenocortical Carcinoma	SERPINE1,INSIG1,LDLR,PDLIM5,LTBP1,MAP2K5,MT1E
Oxidative_phosphorylation	0.114965807104909	0.221088090586364	0.547718685211022	1.24698712756726	8287	177	h.all	Adrenocortical Carcinoma	IDH2,ALAS1,CASP7,IDH1,RETSAT,FDX1,CYB5A,LDHA,MRPL35,PDP1,SUCLG1,ISCA1,MRPL34,NDUFS2,UQCRFS1,COX5A,CYCS,GPI,HTRA2,SLC25A12,VDAC1,MRPS11,NDUFS4,IMMT,MRPS22,UQCR11,OXA1L,UQCRH,AFG3L2
MYC_targets_v1	0.132221453287197	0.244854543124439	0.538979220496869	1.2287224974723	9552	179	h.all	Adrenocortical Carcinoma	DUT,KPNA2,IFRD1,AIMP2,SNRPA1,TYMS,HSPD1,LDHA,CCNA2,MCM6,PRPS2,PSMD1,CCT7,ODC1,POLD2,CNBP,RAN,NCBP1,COX5A,ACP1,CCT2,HSPE1,PPIA,VDAC1,SSB,CAD,PSMD3,SNRPG,PSMA4,RANBP1,C1QBP,KPNB1
TGF_beta_signaling	0.171257044432181	0.305816150771752	0.660308408816357	1.28486686337126	10240	40	h.all	Adrenocortical Carcinoma	SERPINE1,JUNB,TGFBR1,SLC20A1
ROS_pathway	0.230104271779347	0.383507119632246	0.633233621076645	1.22525458511235	13681	38	h.all	Adrenocortical Carcinoma	MBP,JUNB,GLRX,NDUFS2,PDLIM1,PRDX2,PFKP,PRNP,CDKN2D,SBNO2
IL2_STAT5_signaling	0.229964636894015	0.383507119632246	0.544070186656601	1.1730221317834	15411	101	h.all	Adrenocortical Carcinoma	PLIN2,UCK2,BCL2,RHOB,ITGAE,NFIL3,CASP3,LRIG1,ARL4A,KLF6,ODC1,PRAF2,GABARAPL1,CDC6,DHRS3,IL4R,ECM1,SYT11,PNP,PRNP
Estrogen_response_early	0.240473319264396	0.387860192361928	0.546722316063357	1.1688459324516	15952	93	h.all	Adrenocortical Carcinoma	FDFT1,FASN,SEC14L2,FOS,BCL2,DHCR7,UNC119,KDM4B,SCARB1,LRIG1,SLC9A3R1,MREG,GLA,RAPGEFL1,NBL1
Androgen_response	0.274281568404782	0.41557813394664	0.563403540681089	1.15631728683188	17389	64	h.all	Adrenocortical Carcinoma	DBI,INSIG1,SORD,HMGCS1,HMGCR,PDLIM5,SCD,SEC24D,STK39,ZMIZ1,APPBP2,DNAJB9,ANKH,MYL12A,RRP12
Spermatogenesis	0.273847464848743	0.41557813394664	0.62097082502603	1.18747252507566	16067	34	h.all	Adrenocortical Carcinoma	LPIN1,ARL4A,DBF4,MAST2,PSMG1,AURKA
WNT_beta_catenin_signaling	0.378384070009594	0.511329824337289	-0.521761280788769	-1.06883585138127	16170	27	h.all	Adrenocortical Carcinoma	PPARD,NCOR2
P53_pathway	0.354218317832013	0.511329824337289	0.482026002601631	1.07023226769007	24716	135	h.all	Adrenocortical Carcinoma	BTG2,FOS,ATF3,HEXIM1,RETSAT,ST14,AK1,AEN,TRIB3,DGKA,PMM1,S100A4,GADD45A,SP1,UPP1,TAP1,CSRNP2,SLC3A2,PPM1D,CASP1,PLK3,RHBDF2
Bile_acid_metabolism	0.364761009144562	0.511329824337289	0.542609640667093	1.08734623427603	22496	52	h.all	Adrenocortical Carcinoma	IDH2,NPC1,IDH1,RETSAT,ISOC1,PXMP2,ABCA5
Pancreas_beta_cells	0.369140886888229	0.511329824337289	0.665614299759594	1.13033020727928	19270	10	h.all	Adrenocortical Carcinoma	STXBP1,SRPRB,SEC11A,SRP9,FOXO1,MAFB
Hedgehog_signaling	0.429674260967803	0.556224506690348	-0.588597342547668	-1.0579695667124	20537	10	h.all	Adrenocortical Carcinoma	OPHN1,ETS2
Unfolded_protein_response	0.444979605352278	0.556224506690348	0.475272267555361	1.0172735634381	29563	94	h.all	Adrenocortical Carcinoma	YIF1A,ATF3,PDIA6,HSPA5,GEMIN4,EIF2AK3,EIF4A3,DNAJA4,NOP14,MTHFD2,BAG3,DNAJB9,SRPRB,ZBTB17
EMT	0.442204785538026	0.556224506690348	-0.43367872426872	-0.995924968007145	15948	68	h.all	Adrenocortical Carcinoma	SNTB1,BASP1,IL32,TPM2
KRAS_signaling_dn	0.483041038232199	0.589074436868536	0.538683062108286	1.00222482768883	27542	26	h.all	Adrenocortical Carcinoma	BTG2,SNN,MX1,SPHK2,CHST2,CELSR2,PTPRJ,CLSTN3,CCDC106
Myogenesis	0.534002281204723	0.635717001434194	0.456733325203631	0.958271273437381	34644	78	h.all	Adrenocortical Carcinoma	FDPS,LPIN1,IFRD1,PDE4DIP,MAPRE3,AK1
Allograft_rejection	0.682701310861423	0.793838733559795	-0.36551581407747	-0.864020033121614	23331	87	h.all	Adrenocortical Carcinoma	ELF4,CSF1,IKBKB,AKT1,RPL39
IL6_JAK_STAT3_signaling	0.73284561049445	0.829768022750479	0.413487405591536	0.800063866990911	43574	38	h.all	Adrenocortical Carcinoma	STAT1,IL1R1,SOCS3,STAT2,IL4R,TYK2
Angiogenesis	0.746791220475431	0.829768022750479	0.439578481052147	0.752932055770179	39331	11	h.all	Adrenocortical Carcinoma	S100A4,FGFR1
DNA_repair	0.765482570821837	0.832046272632431	0.375558564853044	0.827910527481094	52988	125	h.all	Adrenocortical Carcinoma	DUT,FEN1,TYMS,AK1,DDB1,GTF2A2,RRM2B,NUDT9,PNP,SUPT4H1,CLP1
NOTCH_signaling	0.825196421272537	0.859579605492226	-0.357621910285852	-0.713574062509132	36339	22	h.all	Adrenocortical Carcinoma	PPARD,LFNG
Apical_surface	0.823326611591752	0.859579605492226	-0.369497965904209	-0.700647484233988	37970	15	h.all	Adrenocortical Carcinoma	NCOA6
KRAS_signaling_up	0.872875481742313	0.890689267083993	-0.325000277612012	-0.746349481701799	31481	68	h.all	Adrenocortical Carcinoma	BTBD3,LCP1,PTBP2,PPP1R15A,DNMBP,CAB39L,ZNF639
PI3K_AKT_MTOR_signaling	0.892887431446825	0.892887431446825	-0.316927391531807	-0.736644900034244	31584	75	h.all	Adrenocortical Carcinoma	AKT1,TSC2,MAPK9,YWHAB,TBK1,PPP1CA,CAB39L,SLC2A1
MTORC1_signaling	1.37153515930381e-05	0.000342883789825952	0.590937069880677	2.21057327786352	0	166	h.all	Breast Cancer	SRD5A1,CCT6A,P4HA1,GBE1,ENO1,FADS2,NAMPT,PSPH,PGK1,SHMT2,UCHL5,TPI1,G6PD,TRIB3,TCEA1,STIP1,LDHA,PGM1,YKT6,TBK1,MCM4,CTSC,IFRD1,PIK3R3,RDH11,MTHFD2,IDH1,CDC25A,M6PR,EIF2S2,CD9,COPS5,GPI,DDIT3,PNO1,CCNF,HMBS,PHGDH,GSK3B,PSMD13,SLC37A4,PPIA,ATP6V1D,PSMD14,RRP9,RIT1,TOMM40,ACTR2,ACACA,GAPDH,TFRC,RPA1,PNP,CANX,PSAT1,IMMT,PSMA3,LGMN,CACYBP,NUP205,PSMC2,PSMG1,ATP2A2,IFI30,EDEM1,ACTR3,DHCR7,ALDOA,USO1,SSR1,HMGCS1,HSPD1
MYC_targets_v1	1.35565647664882e-05	0.000342883789825952	0.538922987563616	2.03376364230256	0	179	h.all	Breast Cancer	XPOT,PGK1,ODC1,NOP56,AIMP2,CSTF2,CDK4,LDHA,PRDX4,MRPL9,MCM4,IFRD1,VDAC3,EIF1AX,ABCE1,SERBP1,CBX3,CYC1,NOP16,RAD23B,PSMD7,EIF2S2,AP3S1,COPS5,RSL1D1,PSMA2,EIF4G2,GNL3,SMARCC1,BUB3,UBE2E1,ILF2,POLD2,C1QBP,PPIA,PHB,PSMB2,VDAC1,DEK,PSMD14,CCT5,RRP9,YWHAQ,EIF2S1,EIF3B,SRM,PSMA7,EIF4E,EXOSC7,SF3B3,HNRNPR,CANX,G3BP1,CAD,PRDX3,PSMA1,MAD2L1,CCT3,DDX18,VBP1,GSPT1,IMPDH2,NOLC1,RPL14,PRPS2,RPS6,KPNB1,HSPD1,TARDBP,CCT4,DDX21,NCBP1,YWHAE,PTGES3
Interferon_alpha_response	2.93513354857646e-05	0.000489188924762743	-0.575923686506056	-2.10579890168054	0	72	h.all	Breast Cancer	SP110,IRF9,HLA-C,RNF31,BST2,IRF7,UBA7,PSME1,MX1,IFITM1,SLC25A28,DHX58,IFITM2,IFI35,ISG20,STAT2,LGALS3BP,MOV10,PSMB8,TDRD7,NUB1,PROCR,OAS1,DDX60,IFIT3,PSMB9,IFITM3,B2M,SAMD9,IFI44,TXNIP,OGFR,GBP2,IL4R
Fatty_acid_metabolism	5.80728523933274e-05	0.000713765685000928	0.521620591937553	1.83940755509002	3	104	h.all	Breast Cancer	ACSL1,PRDX6,ACADM,ODC1,DECR1,CRAT,S100A10,LDHA,SUCLG2,CPOX,NBN,ALDH9A1,HCCS,PDHA1,RDH11,SDHC,IDH1,ACOX1,SDHD,UGDH,FASN,GABARAPL1,PTS,ACSL5,TP53INP2,HSD17B7,NSDHL,ETFDH,EHHADH,ADSL,CPT2,RETSAT,ACAA1,FH,HIBCH,ALDOA,HMGCS1,HSD17B10,SDHA,SUCLA2,DHCR24,PCBD1,IDI1,LGALS1,OSTC,IDH3G,DLD,HSD17B11,HADHB,HSPH1,CCDC58
Glycolysis	7.13765685000928e-05	0.000713765685000928	0.513373652580842	1.84466396096768	4	120	h.all	Breast Cancer	P4HA1,ENO1,PGK1,TPI1,G6PD,HS2ST1,PRPS1,PYGL,EFNA3,LDHA,SRD5A3,ALDH9A1,PFKP,PLOD1,SDHC,MXI1,IL13RA1,SLC25A13,IDH1,SAP30,UGP2,CAPN5,PGAM1,CHST2,SOD1,AK3,B4GALT1,SLC37A4,PPIA,NANP,GALK2,NSDHL,ALDH7A1,KIF2A,B4GALT4,PDK3
Adipogenesis	0.000111433028749721	0.000800589233675986	0.471800844880772	1.73891170110749	7	146	h.all	Breast Cancer	GBE1,PHYH,ACADM,DECR1,PLIN2,MTCH2,CRAT,CMPK1,MCCC1,CAT,PGM1,RIOK3,RNF11,DLAT,MRPL15,TKT,PEMT,SDHC,IDH1,CYC1,ACOX1,ABCA1,PFKFB3,FAH,GHITM,AK2,GRPEL1,SOD1,DBT,POR,ESRRA,DHRS7B,SLC5A6,GPX3,SAMM50,SLC19A1,CPT2,MAP4K3,IMMT,RETSAT,GPAM,PRDX3,CHUK,SDHB,ALDH2,DRAM2,DHCR7,HIBCH,ALDOA,G3BP2,UQCRC1,APLP2,STOM,MGST3,TALDO1,COX7B,ATL2,IDH3G,DLD
E2F_targets	0.000112082492714638	0.000800589233675986	0.480142086046271	1.76007115779523	7	140	h.all	Breast Cancer	ZW10,NOP56,PRKDC,PRPS1,CDK4,NBN,PRDX4,MCM4,RFC3,MTHFD2,CBX5,LYAR,CDC25A,CHEK1,SMC6,AK2,POLD3,TRIP13,CDC25B,POLD2,MSH2,DEK,PAICS,SNRPB,EIF2S1,GINS4,EED,TFRC,HUS1,RPA1,POLA2,HMGB3,NCAPD2,POLE,CKS1B,ANP32E,MAD2L1,NUP205,PDS5B,GSPT1,NOLC1,PPP1R8,RFC1,DONSON,ATAD2,UNG,TP53,XPO1,SLBP,GINS1,DCLRE1B,LMNB1,USP1,RAD50,PCNA,PMS2,MCM6,IPO7,RAN,SMC1A,AURKA,BRCA1,SHMT1,CDCA8
TNFA_signaling_via_NFKB	0.00020024697126456	0.0012515435704035	-0.438444000861612	-1.73565182065427	5	119	h.all	Breast Cancer	NR4A1,FOSB,KLF2,ZC3H12A,EGR1,SIK1,PER1,ATF3,SERPINE1,JUNB,DUSP1,BTG2,TIPARP,HBEGF,CCNL1,CCL5,SOCS3,ZFP36,MAFF,ETS2,TNIP1,TRIB1,IRS2,PPP1R15A,TANK,PTPRE,NINJ1,JUN,FOS,KLF6,EIF1
Protein_secretion	0.000269247453367837	0.00149581918537687	0.530950805936838	1.80802153702232	17	82	h.all	Breast Cancer	ZW10,RAB22A,ARFGAP3,RAB2A,YKT6,LAMP2,ARCN1,SGMS1,CTSC,LMAN1,GOLGA4,ABCA1,VAMP7,M6PR,ATP6V1H,AP3S1,CLCN3,SOD1,ARFGEF1,MON2,TPD52,YIPF6,ADAM10,DNM1L,KIF1B,SCRN1,STAM,AP1G1,ANP32E
MYC_targets_v2	0.00050399256610965	0.00229087530049841	0.595748615317044	1.86879601858102	31	50	h.all	Breast Cancer	NOP56,AIMP2,CDK4,MCM4,WDR43,CBX3,NOP2,NOP16,GNL3,RCL1,PHB,RRP9,SUPV3L1,SRM,SLC19A1,TFB2M,MYBBP1A,DDX18,RRP12,MPHOSPH10,NOLC1,HSPD1,PRMT3,WDR74,UNG,PPAN
Oxidative_phosphorylation	0.000502260170768458	0.00229087530049841	0.428535162677082	1.61521817284865	36	177	h.all	Breast Cancer	PDP1,PHYH,ACADM,DECR1,FDX1,LRPPRC,PDHX,LDHA,DLAT,MRPL15,HCCS,PDHA1,VDAC3,NDUFA9,COX10,SDHC,COX15,NDUFC2,IDH1,CYC1,TIMM17A,ACAT1,SDHD,LDHB,ATP6V1H,NDUFS1,GRPEL1,GPI,CYCS,TIMM50,POR,NDUFS2,ATP6V1C1,TIMM8B,VDAC1,ATP6V1D,COX11,AFG3L2,SUPV3L1,MTRR,ETFDH,UQCRC2,ETFA,ALAS1,IMMT,FXN,RETSAT,RHOT1,PRDX3,ACAA1,SDHB,ABCB7,FH
Myogenesis	0.00110573187496264	0.00460721614567768	-0.468018338513472	-1.73457376259324	36	78	h.all	Breast Cancer	TGFB1,MEF2A,MAPRE3,MYLK,SMTN,TAGLN,MYH11,AKT2,OCEL1,AK1,HBEGF,HDAC5,PDLIM7,IGFBP7,MEF2D,AGRN,FOXO4,TPM2,DAPK2,LSP1,PICK1,SPTAN1,AEBP1,PSEN2,BAG1,MYO1C,COL6A2,PFKM,SH2B1,GADD45B,SPARC,DMPK,MEF2C,EIF4A2,ADCY9,CHRNB1,ATP6AP1,MYH9,SORBS3,ITGB4,GSN
G2M_checkpoint	0.00203593496397961	0.00783051909222928	0.443111498657298	1.59755972466008	142	123	h.all	Breast Cancer	HIF1A,ODC1,CUL5,DKC1,CDK4,ATF5,SLC38A1,CBX1,RAD23B,SS18,CDC25A,DBF4,CHEK1,SAP30,UCK2,SMARCC1,E2F3,BUB3,CCNF,CDC25B,LIG3,DR1,ATRX,HUS1,POLA2,HMGB3,G3BP1,SMC2,POLE,NUP98,CKS1B,MAD2L1,PDS5B,GSPT1,NOLC1,NUP50,KPNB1,TOP1,KIF20B,SLC12A2,XPO1,HSPA8,MTF2,SFPQ,E2F1,LMNB1
Androgen_response	0.00412709615060065	0.014739629109288	0.506826688751575	1.65991920447604	268	64	h.all	Breast Cancer	FKBP5,UAP1,ZMIZ1,ABCC4,GNAI3,SLC38A2,PIAS1,DBI,HERC3,LMAN1,NDRG1,ITGAV,B4GALT1,TNFAIP8,TPD52,NGLY1,CENPN,SPCS3,VAPA,RRP12,ELK4,MAF,CDK6,HMGCS1,DHCR24,SCD,GSR,IDI1,RAB4A,SAT1,SEC24D,STK39,ADRM1,NCOA4,ACSL3,UBE2I,SMS
KRAS_signaling_dn	0.00822532402791625	0.0274177467597208	-0.582166824079162	-1.72973072968897	329	26	h.all	Breast Cancer	CCDC106,PDK2,LFNG,BTG2,MAST3,SLC29A3,SPHK2,MX1,IDUA,CELSR2,MTHFR,GTF3C5,ASB7
Xenobiotic_metabolism	0.00894648217292628	0.0279577567903946	0.436324438068923	1.52380259773739	610	97	h.all	Breast Cancer	ABHD6,SHMT2,SMOX,CAT,UPP1,ALDH9A1,AHCY,GCH1,PGRMC1,PEMT,PGD,IDH1,ACOX1,PAPSS2,UGDH,LPIN2,MCCC2,NPC1,FAH,GABARAPL1,PTS,POR,LONP1,SLC35D1
Estrogen_response_early	0.010603027649193	0.0311853754388031	-0.392479095848278	-1.49581573219306	338	93	h.all	Breast Cancer	RAPGEFL1,NBL1,IGF1R,MICB,ARL3,RARA,DLC1,TIPARP,MED24,UNC119,MAST4,SLC37A1,SLC26A2,PODXL,PRSS23,FOS,ABHD2,BAG1,SYNGR1,SIAH2,NCOR2,CELSR2,CANT1,KLF4,ADCY9
Cholesterol_homeostasis	0.011627725248105	0.0322992368002917	0.491672500027001	1.56863227110495	743	55	h.all	Breast Cancer	FADS2,TRIB3,CLU,TP53INP1,ATF5,ALCAM,FASN,CD9,S100A11,CHKA,GSTM2,HSD17B7,NSDHL,PDK3,FBXO6,LGMN,MVK,DHCR7,HMGCS1,PLAUR,SCD,IDI1
Bile_acid_metabolism	0.0122807293057148	0.0323177086992494	0.496871567081148	1.5696121209511	781	52	h.all	Breast Cancer	ACSL1,PHYH,FADS2,CAT,ALDH9A1,IDH1,ABCA1,NPC1,SOD1,ACSL5,OPTN,ABCD1,ABCD3,RETSAT,PEX19,CROT,PEX26,DHCR24,PEX13,IDI1,GCLM,HSD17B11
Peroxisome	0.0130054278221626	0.0325135695554065	0.464520146108905	1.53671750914799	852	68	h.all	Breast Cancer	ACSL1,CRAT,CAT,ALDH9A1,RDH11,IDH1,PEX2,ACOX1,PEX5,SMARCC1,SOD1,ACSL5,MSH2,ABCD1,IDE,BCL10,EHHADH,ABCD3,RETSAT,ACAA1
Hypoxia	0.0174584546732154	0.0415677492219414	0.408515048692495	1.44527913661631	1204	107	h.all	Breast Cancer	P4HA1,GBE1,ENO1,PGK1,TPI1,PLIN2,PRKCA,EFNA3,LDHA,PGM1,PFKP,MXI1,NDRG1,SAP30,EFNA1,PFKFB3,UGP2,GPI,CHST2,DDIT3,SLC37A4,TPD52
EMT	0.0205439646655431	0.0466908287853252	-0.407818180738686	-1.47567917692597	706	68	h.all	Breast Cancer	TGFB1,THBS1,ACTA2,MYLK,SERPINE1,TAGLN,PDGFRB,TPM2,FUCA1,JUN,CD59,TIMP1,FSTL3,EFEMP2,COL6A2,GADD45B,SPARC,GADD45A,SGCB,FLNA,RHOB
P53_pathway	0.0395776543252476	0.0860383789679295	-0.323253794598184	-1.30385897321275	1146	135	h.all	Breast Cancer	TGFB1,DGKA,DEF6,ISCU,DDB2,ATF3,AEN,SERTAD3,PLK3,BTG2,AK1,HBEGF,RPS27L,FDXR,CTSF,ERCC5,PPP1R15A,FUCA1,PTPRE,NINJ1,JUN,RPL18,FOS,HEXIM1,RALGDS,F2R,XPC,RRP8,PROCR,ZFP36L1,MDM2,GADD45A,MXD4,PRMT2,TXNIP,KLF4,PLK2,KIF13B,PPM1D,ITGB4,BLCAP,BAK1,POM121,CCNG1,PRKAB1,TSC22D1
TGF_beta_signaling	0.0419302129453932	0.0873546103029025	-0.443124959627901	-1.44890799361757	1590	40	h.all	Breast Cancer	TGFB1,LTBP2,THBS1,SERPINE1,JUNB,CDK9,PPP1R15A
ROS_pathway	0.0512911728085636	0.102582345617127	0.479909978747426	1.430908394588	3171	38	h.all	Breast Cancer	SRXN1,PRDX6,G6PD,CAT,OXSR1,PRDX4,PFKP,ABCC1,SOD1,NDUFS2,GPX3,PRNP
