pathway	pval	padj	ES	NES	nMoreExtreme	size	geneset	type	genes
Estrogen_response_late	0.000889389248522376	0.00277934140163242	-0.613559690666176	-1.60666392958711	78	87	h.all	Colorectal Cancer	ISG20,TSPAN13,CKB,KLF4,FOS,RAB31,NAB2,NBL1,SLC26A2,FLNB,PAPSS2,SIAH2,AMFR,AFF1,XBP1,ATP2B4,ABHD2,ZFP36,ITPK1,ASS1,ALDH3B1,SLC9A3R1,JAK2,IMPA2,SLC7A5,PTPN6,XRCC3
P53_pathway	0.00173084319842728	0.00509071528949201	-0.555953838569376	-1.50976615675363	161	135	h.all	Colorectal Cancer	UPP1,NDRG1,TGFB1,DGKA,TCN2,DDIT4,HMOX1,TXNIP,STOM,KLF4,ABHD4,FOS,RAP2B,RNF19B,S100A4,CTSD,F2R,SEC61A1,RETSAT,MXD4,CD82,BAK1,TRAFD1,SLC3A2,IFI30,NINJ1,HBEGF,VAMP8
Glycolysis	0.00187059383244669	0.00519609397901859	-0.568439600151214	-1.53125751369031	172	120	h.all	Colorectal Cancer	ISG20,GNE,PYGL,EXT1,PLOD1,ENO2,DDIT4,CHST2,KDELR3,CXCR4,CHST12,VCAN,SLC16A3,ALDOA,B4GALT1,P4HA1,CHPF2,QSOX1,LDHA,PGAM1
Cholesterol_homeostasis	0.00213188971662634	0.00530672893228614	-0.647913859022005	-1.6122161607343	177	55	h.all	Colorectal Cancer	GNAI1,FADS2,ANTXR2,PLAUR,GSTM2,LGMN,STX5,ALDOC,LDLR,LGALS3,ANXA5
Oxidative_phosphorylation	0.00222882615156018	0.00530672893228614	0.37964439013017	1.43826230610344	8	177	h.all	Colorectal Cancer	MTRF1,RHOT1,ACADSB,LRPPRC,ACAT1,PDHA1,SUCLA2,OAT,ABCB7,COX11,NDUFS2,DLAT,HSPA9,PRDX3,IDH3B,UQCRC2,BCKDHA,UQCRH,MTX2,FXN,COX15,SLC25A6,NDUFA1,TIMM17A,AIFM1,ACADM,BAX,PDHX,CYB5A,COX7A2L,FH,UQCRB,HADHA,FDX1,DECR1,VDAC1,SUPV3L1,NDUFS4,ISCU,NQO2,COX7B,NDUFS1,GLUD1,COX10,SDHC,ECH1,MRPS15,COX7C,IMMT,TIMM9,UQCRFS1,LDHB,SDHD,GPI,MDH1
UV_response_up	0.00205097504462257	0.00530672893228614	-0.586797571339986	-1.55367154987514	184	98	h.all	Colorectal Cancer	MGAT1,GPX3,ENO2,HMOX1,MMP14,NFKBIA,YKT6,FOS,JUNB,ALDOA,SLC6A8,ICAM1,PSMC3,DLG4,PRKACA,SULT1A1,PRKCD,RPN1,BAK1,ACAA1,FOSB,PARP2,HYAL2,RAB27A,CLTB,LYN,EIF5,UROD,FURIN,MARK2,ALAS1,IRF1,DNAJA1
Interferon_alpha_response	0.00245779629138156	0.00558590066223082	-0.615489960933932	-1.58012202285062	212	72	h.all	Colorectal Cancer	ISG20,IRF7,TXNIP,TMEM140,C1S,CMPK2,PARP12,IL4R,MX1,RNF31,OAS1,STAT2,IRF9,IFIT3,IFI44,DDX60,IFI35,TRIM26,TRAFD1,IFI30,SAMD9,GBP4,SAMD9L,CSF1,PARP9,TRIM21,CD74,LAP3,IRF1,TRIM14,GBP2,PSME2,SP110,NUB1,DHX58
E2F_targets	0.00466666666666667	0.0101449275362319	0.384863300988727	1.42176009498529	27	140	h.all	Colorectal Cancer	LUC7L3,NAP1L1,RFC3,LIG1,NOP56,ZW10,SMC6,NOLC1,PAICS,IPO7,CDKN1B,PAN2,PNN,CDC25B,PCNA,CSE1L,PRDX4,NAA38,CHEK2,NUP107,MSH2,DEK,AK2,EXOSC8,LBR,NUDT21,POLD3,ANP32E,PDS5B,SMC3,RBBP7,RAD50,HNRNPD,UBE2T,NME1,PRPS1,SNRPB,XPO1
MTORC1_signaling	0.014531472634314	0.0302739013214874	-0.498389977358588	-1.37141382282238	1386	166	h.all	Colorectal Cancer	FADS2,ITGB2,DDIT4,SLA,SERPINH1,YKT6,CXCR4,ALDOA,LGMN,BHLHE40,FGL2,P4HA1,CORO1A,LDHA,LDLR,RDH11,RPN1,SLC2A3,TPI1,IFI30,ADIPOR2,ATP6V1D,DDIT3,TES,XBP1,ENO1,SDF2L1,PIK3R3,CALR,HSPA5,CCNF,MAP2K3,SLC9A3R1,TUBG1,SLC7A5,PSMB5,MCM2
Estrogen_response_early	0.016764337478751	0.033528674957502	-0.544259683860466	-1.43192217122843	1498	91	h.all	Colorectal Cancer	SYNGR1,KLF4,FOS,RAB31,NBL1,SLC26A2,DLC1,KDM4B,FLNB,BHLHE40,B4GALT1,PAPSS2,SIAH2,AMFR,AFF1,XBP1,ABHD2,ITPK1,TIPARP,ALDH3B1,RARA,SLC9A3R1,JAK2,SLC37A1,SLC7A5,ADCY9,ENDOD1,DHRS3,SVIL,FAM102A
Angiogenesis	0.0271913580246914	0.0522910731244065	-0.784891224922091	-1.49925492383316	1761	11	h.all	Colorectal Cancer	FGFR1,VCAN,S100A4,THBD,TIMP1,LRPAP1,CCND2
Mitotic_spindle	0.0282819710390919	0.0523740204427628	-0.492171190715263	-1.34257029119412	2665	144	h.all	Colorectal Cancer	PALLD,GSN,CAPZB,CCDC88A,MYO9B,PLEKHG2,SYNPO,FLNA,AKAP13,NEDD9,ARHGAP10,FLNB,MYH9,KLC1,DOCK4,CDC42EP2,SUN2,MAP1S,PXN,VCL,MYH10,RALBP1,TAOK2,LLGL1,FGD6,MAP3K11
MYC_targets_v2	0.0309871874470847	0.0553342632983656	0.457416647081704	1.43264480673512	548	50	h.all	Colorectal Cancer	NOP56,TFB2M,NPM1,NOLC1,PRMT3,GNL3,HSPD1,WDR43,DDX18,EXOSC5,UTP20,SUPV3L1,SORD,TMEM97,PUS1,LAS1L,RRP12,PHB,RCL1,PA2G4,NOP16,MPHOSPH10,HSPE1
Xenobiotic_metabolism	0.0339188034662199	0.0565313391103665	-0.516838190382092	-1.36740204425212	3056	97	h.all	Colorectal Cancer	UPP1,TNFRSF1A,MT2A,HMOX1,IL1R1,GABARAPL1,SLC12A4,ACP2,SERPINE1,PAPSS2,RETSAT,LPIN2,SERTAD1,PINK1,NPC1,LCAT,NINJ1,PPARD,DDAH2
Heme_metabolism	0.0332086616294987	0.0565313391103665	-0.498442324252388	-1.34558694497654	3080	124	h.all	Colorectal Cancer	LRP10,GYPC,DCAF11,TNS1,FOXJ2,NR3C1,BMP2K,SLC6A8,ADD1,PPP2R5B,MARK3,LPIN2,EPOR,CTSB,HEBP1,LMO2,ACP5,KAT2B,PSMD9,GDE1,UROD,CTNS,SIDT2,FBXO34,SEC14L1,MAP2K3,SLC10A3,BNIP3L,NARF,NFE2L1,ENDOD1,RIOK3,KHNYN,SLC25A38,FBXO7
ROS_pathway	0.0513721213350918	0.08285826021789	-0.594710043815396	-1.40685640312655	4050	38	h.all	Colorectal Cancer	LSP1,GPX3,FES,JUNB,CDKN2D,GPX4
TGF_beta_signaling	0.0723981900452489	0.113122171945701	-0.571033820288404	-1.36133249116819	5759	40	h.all	Colorectal Cancer	TGFB1,ENG,RAB31,LTBP2,JUNB,TGFBR1,SERPINE1,SLC20A1,THBS1,FURIN,CDK9,PPP1CA,SMURF1,APC,SMAD7
PI3K_AKT_MTOR_signaling	0.0897734709576679	0.132019810231865	-0.50237136649018	-1.29509028702648	7818	75	h.all	Colorectal Cancer	TNFRSF1A,SLA,CXCR4,MYD88,RIPK1,AP2M1,RAC1,STAT2,DDIT3,RPS6KA1,PIK3R3,GRB2,CALR,PIN1,MAP2K3
Pancreas_beta_cells	0.0887475722072552	0.132019810231865	-0.73678932239839	-1.38280851610774	5665	10	h.all	Colorectal Cancer	MAFB,LMO2
UV_response_dn	0.118785421370317	0.169693459100454	-0.490977076345736	-1.26213724813625	10311	73	h.all	Colorectal Cancer	MT1E,SCHIP1,MAP1B,PDGFRB,LTBP1,NR3C1,DLC1,MGLL,SERPINE1,DUSP1,BHLHE40,PIK3CD,LDLR
KRAS_signaling_dn	0.168245838668374	0.233674775928297	-0.566228829404167	-1.26226928342161	12482	26	h.all	Colorectal Cancer	CHST2,SYNPO,MX1,CLSTN3,TCF7L1,MAST3,SLC25A23
Apical_surface	0.189600246634467	0.256216549506037	-0.621790035771912	-1.25750339406944	12914	15	h.all	Colorectal Cancer	PLAUR,B4GALT1,ADIPOR2,LYN
Fatty_acid_metabolism	0.369672572892951	0.486411280122304	-0.399911664636873	-1.064424627381	33610	104	h.all	Colorectal Cancer	LGALS1,TP53INP2,ENO2,IL4I1,GABARAPL1,ALDOA,MGLL,RETSAT,LDHA,RDH11,ADIPOR2,ACAA1
WNT_beta_catenin_signaling	0.394833107773118	0.506196292016818	-0.476147584670429	-1.06800469694283	29465	27	h.all	Colorectal Cancer	GNAI1,FZD1
NOTCH_signaling	0.4175099535501	0.521887441937624	-0.486380674521096	-1.05339148069678	30200	22	h.all	Colorectal Cancer	FZD1
Androgen_response	0.445193255999624	0.542918604877591	-0.404025536996063	-1.02340254309987	37917	64	h.all	Colorectal Cancer	NDRG1,SLC26A2,MAF,B4GALT1,IQGAP2,SEC24D,TNFAIP8,VAPA,ZMIZ1,ACTN1,MYL12A,PTK2B,ABHD2
Peroxisome	0.738783080105571	0.879503666792346	0.266257282919743	0.883314946514283	10356	68	h.all	Colorectal Cancer	ALDH9A1,GNPAT,NUDT19,ACSL5,PEX11B,ERCC1,PABPC1,MSH2,ERCC3,SMARCC1,CDK7,HSD17B4,ACSL4,ECH1,SIAH1,SLC25A17,SCP2,ISOC1,LONP2,ABCD3,SLC25A4
Adipogenesis	0.795472849815608	0.886954556643786	-0.309197300043207	-0.844174307791577	75063	146	h.all	Colorectal Cancer	MYLK,GPX3,STOM,CDKN2C,ALDOA,MGLL,RETSAT,SULT1A1,GPX4,BCL6,CD151,ADIPOR2,PFKFB3,ESYT1,LPCAT3,YWHAG,UBC,ACADS,SLC25A1,UQCR10,NDUFB7,PLIN2,CCNG2,RIOK3,RREB1,CHCHD10
Unfolded_protein_response	0.76478909321779	0.886954556643786	-0.319201711908243	-0.842275640922125	68661	94	h.all	Colorectal Cancer	DDIT4,KDELR3,HERPUD1,TUBB2A,ATP6V0D1,BAG3
Bile_acid_metabolism	0.798259100979407	0.886954556643786	-0.321332733279348	-0.79200962132243	65936	51	h.all	Colorectal Cancer	FADS2,PEX11G,RETSAT,NPC1,PEX26,SLC22A18,PAOX,PXMP2,ACSL1,RXRA,ABCA1
Protein_secretion	0.826808476827206	0.898704866116528	-0.304846377815108	-0.793492877597295	72840	82	h.all	Colorectal Cancer	YKT6,CD63,AP2M1,SEC24D,COPB2,COPE,SEC31A,SGMS1,CTSC,TMED10,ARFGAP3,ABCA1
DNA_repair	0.944264343180864	0.944264343180864	-0.263775289195931	-0.712435122670573	87673	125	h.all	Colorectal Cancer	HCLS1,CMPK2,PDE4B,USP11,SEC61A1,VPS37B,ELL,POLD4,GPX4,POLR2E,TYMS,DAD1,POLE4
G2M_checkpoint	0.93754178618414	0.944264343180864	-0.266719372986191	-0.719765345153816	86941	123	h.all	Colorectal Cancer	TGFB1,MT2A,CDKN2C,HUS1
Hedgehog_signaling	0.926774638180565	0.944264343180864	-0.310412237418348	-0.582582662855223	59168	10	h.all	Colorectal Cancer	MYH9
Spermatogenesis	0.893895405102001	0.944264343180864	-0.298393186310243	-0.694374177062353	69275	34	h.all	Colorectal Cancer	JAM3,TLE4,IP6K1,PARP2
