pathway	pval	padj	ES	NES	nMoreExtreme	size	geneset	type	genes
Hedgehog_signaling	0.730545727457918	0.794071442889041	-0.403403917857516	-0.783350103045405	34068	10	h.all	Adrenocortical Carcinoma	OPHN1,ETS2
Angiogenesis	0.715118762419448	0.794071442889041	0.425471902837567	0.78807768908932	38506	11	h.all	Adrenocortical Carcinoma	S100A4,VAV2
DNA_repair	0.762344502336877	0.811004789720082	0.325276451781922	0.825678007867111	53989	125	h.all	Adrenocortical Carcinoma	FEN1,TYMS,AK1,DUT,DDB1,RRM2B,SUPT4H1,CLP1,GTF2A2,PNP,CETN2,RPA3,POLE4,RPA2,PCNA,POLR2E,ZWINT,POLR2D,RFC4,CMPK2,DDB2,ADCY6,PDE4B,RAD51,TAF9,POLR2G,CSTF3
NOTCH_signaling	0.78767572633552	0.820495548266167	-0.337325293331355	-0.756262771327073	33617	22	h.all	Adrenocortical Carcinoma	PPARD,FZD5,LFNG
KRAS_signaling_up	0.896058170685036	0.914345072127588	0.296715717790116	0.703185697353557	58534	68	h.all	Adrenocortical Carcinoma	GLRX,EMP1,TRIB2,ADAM17,ANKH,TRIB1,GYPC
Apical_surface	0.976372341610066	0.976372341610066	-0.235882631223716	-0.494212739706182	43843	15	h.all	Adrenocortical Carcinoma	NCOA6
Cholesterol_homeostasis	0.0219324497648568	0.36554082941428	0.817805487475646	1.43023852878802	1538	55	h.all	Breast Cancer	TP53INP1,ATF5,PDK3,FBXO6,HSD17B7,S100A11,CLU,FASN,GSTM2,ABCA2,CPEB2,LDLR,ALCAM
Adipogenesis	0.00832147158655425	0.36554082941428	0.749563027438884	1.43377854639755	683	146	h.all	Breast Cancer	DECR1,FAH,PEMT,CRAT,DHRS7B,ACADM,PHYH,CYC1,PGM1,TKT,SLC19A1,ABCA1,AK2,MRPL15,RNF11,IDH1,GBE1,APLP2,ATL2,ELOVL6,ESRRA,AIFM1,ALDH2,GPX3,SCARB1,DBT,PLIN2,DGAT1
Oxidative_phosphorylation	0.0161387578476927	0.36554082941428	0.713567921687963	1.38424633438109	1364	177	h.all	Breast Cancer	DECR1,PDP1,ACADM,ACAT1,PHYH,PDHA1,COX10,CYC1,NDUFS2,LDHA,GPI,NDUFS1,FXN,FDX1,HCCS,MRPL15,IDH1,AIFM1,UQCRC2,ATP6V1H,IDH2,NDUFA3,SDHA,PDHB
Fatty_acid_metabolism	0.035133017328863	0.384861487503764	0.737122905127248	1.37165417019577	2734	104	h.all	Breast Cancer	DECR1,CRAT,CPOX,ACADM,PDHA1,SUCLG2,PRDX6,HSD17B7,LDHA,ACSS1,PTS,HCCS,FASN,IDH1,UGDH,BLVRA,ALDH3A2,SDHA,PDHB,BPHL,YWHAH,ACAA1,S100A10
KRAS_signaling_up	0.0387702503681885	0.384861487503764	-0.673198591707445	-1.4101690163777	1052	68	h.all	Breast Cancer	TRAF1,CCND2,IKZF1,CD37,PPP1R15A,IL2RG,CXCR4,GYPC,TSPAN13,TNFRSF1B,WDR33,TRIB2,FUCA1,LCP1,EMP1,ETS1,KLF4
Pancreas_beta_cells	0.0461833785004517	0.384861487503764	-0.897533104404776	-1.44057247985878	2044	10	h.all	Breast Cancer	STXBP1,FOXO1
MTORC1_signaling	0.0959516298633018	0.599697686645636	0.648362045481509	1.25168296387398	8029	166	h.all	Breast Cancer	PSPH,SHMT2,PGK1,P4HA1,PGM1,LDHA,GPI,RRP9,YKT6,IDH1,GBE1,ELOVL6,TBK1,ADD3,CORO1A,ENO1,PPIA,TUBG1,LDLR,RPA1
MYC_targets_v2	0.0855489657167655	0.599697686645636	0.765308597471142	1.32480356726641	5913	50	h.all	Breast Cancer	MYBBP1A,RRP9,SLC19A1,NOP16,GNL3,SRM,NOP56,TFB2M,WDR74,CBX3,MCM4
Androgen_response	0.121063360652328	0.639902288779141	0.718003210972333	1.27624346604556	8729	64	h.all	Breast Cancer	ZMIZ1,PIAS1,UAP1,NDRG1,XRCC5,APPBP2,NGLY1,TPD52,RPS6KA3,TSC22D1,FKBP5
P53_pathway	0.127980457755828	0.639902288779141	-0.515269104463941	-1.18850709211751	2409	135	h.all	Breast Cancer	CCND2,DDB2,TGFB1,TSPYL2,DGKA,ISCU,PPM1D,TP53,POM121,PPP1R15A,PLK3,CSRNP2,RXRA,IFI30,BAIAP2,SAT1,ERCC5,EI24,CGRRF1,BLCAP,AEN,FUCA1,FDXR
G2M_checkpoint	0.187057280279843	0.74859504750905	0.62879802585975	1.18639670473304	14972	123	h.all	Breast Cancer	HIF1A,CBX1,ATF5,CDC25B,CUL5,BUB3,UCK2,G3BP1,E2F3
Myogenesis	0.247921766968874	0.74859504750905	0.63838088218709	1.15726111925924	18430	78	h.all	Breast Cancer	FHL1,CRAT,LPIN1,APP,CLU,PTP4A3,BIN1,GPX3
Complement	0.233991637182374	0.74859504750905	0.622552642998669	1.15760606122132	18186	103	h.all	Breast Cancer	PDP1,APOC1,C2,FDX1,CLU,FCER1G
MYC_targets_v1	0.21747852355329	0.74859504750905	0.592371508517001	1.1501253955771	18429	179	h.all	Breast Cancer	XPOT,PGK1,RSL1D1,PRDX4,CYC1,C1QBP,LDHA,RRP9,NOP16,GNL3,SRM,BUB3,PSMD3,EIF1AX,MRPL9,POLD2,ILF2,YWHAE,NOP56,G3BP1,CLNS1A,EIF4E,PPIA,PRPS2,PSMB2,IMPDH2,CBX3,MCM4,GSPT1,RPL14,POLE3,UBE2L3,SNRPD2,APEX1
Inflammatory_response	0.249161411512143	0.74859504750905	0.636705429214735	1.15558641564773	18569	79	h.all	Breast Cancer	HIF1A,CD14,TLR2,CD40,CSF1,LY6E,GCH1,CHST2,ABCA1,ICAM1,RIPK2,SLC11A2,IFNGR2,LDLR,PVR,GABBR1,ABI1,CCL5,ACVR1B,GNAI3,CD82,NAMPT
Xenobiotic_metabolism	0.254522316153077	0.74859504750905	0.61901413326588	1.14524849941337	19599	97	h.all	Breast Cancer	FAH,PEMT,SHMT2,ABHD6,PAPSS2,MCCC2,SMOX,GCH1,PTS,IDH1,LONP1,ALDH2,UGDH,ASL,NPC1,DHRS1,BPHL,UPP1,CNDP2,ENTPD5
Glycolysis	0.198377164929706	0.74859504750905	0.625938557453787	1.17841906604184	15817	120	h.all	Breast Cancer	PLOD1,PDK3,PGK1,P4HA1,MED24,GALK2,LDHA,CHST2,CLN6,GPC1,SRD5A3,EFNA3,IDH1,PYGL,PGAM1,IL13RA1,B3GAT3,ENO1,PPIA
Allograft_rejection	0.278235713719585	0.772876982554402	0.618270117001371	1.13290683205433	21062	87	h.all	Breast Cancer	HIF1A,C2,TLR2,CD40,EIF5A,CSF1,IL27RA,ICAM1,UBE2D1,RIPK2,DEGS1,IFNGR2,TPD52
TNFA_signaling_via_NFKB	0.428978809184326	0.818764945916864	-0.439770566729966	-0.996687366862308	8724	119	h.all	Breast Cancer	SIK1,SERPINE1,TRAF1,FOSB,PFKFB3,NR4A1,KLF2,NFE2L2,PPP1R15A,ZC3H12A,CCNL1,SAT1
Hypoxia	0.56879443506726	0.818764945916864	0.509580318981034	0.950320699309889	44481	107	h.all	Breast Cancer	PDK3,PGK1,P4HA1,PGM1,NDRG1,LDHA,GPI,CHST2,CDKN1C,GPC1,TIPARP,EFNA3,GBE1,SCARB1,ENO1,PLIN2,TPD52
WNT_beta_catenin_signaling	0.650154129035747	0.818764945916864	-0.479245160691277	-0.87058814863134	24043	27	h.all	Breast Cancer	CCND2,TP53,NCSTN
TGF_beta_signaling	0.317250714393142	0.818764945916864	-0.570530681610304	-1.10048646624827	10546	40	h.all	Breast Cancer	SERPINE1,LTBP2,TGFB1,PPP1R15A
IL6_JAK_STAT3_signaling	0.379186313625922	0.818764945916864	0.646345099185534	1.08625141740943	25089	38	h.all	Breast Cancer	CD14,TLR2,STAT3,CSF1,IL13RA1,IFNGR2,IL10RB
DNA_repair	0.661785569517633	0.818764945916864	-0.397957290484111	-0.908027689499795	13060	125	h.all	Breast Cancer	BRF2,DDB2,SUPT4H1,TP53,POM121,USP11,ERCC3,ERCC5,POLL,SURF1,CANT1,RFC2
Apoptosis	0.631832447319541	0.818764945916864	0.490466235884054	0.913956544142592	49323	106	h.all	Breast Cancer	BTG3,CD14,CDC25B,GCH1,NEDD9,APP,PDGFRB,CLU,TGFBR3,GPX3
NOTCH_signaling	0.47918333634463	0.818764945916864	-0.567254184706258	-0.999699123971278	18564	22	h.all	Breast Cancer	LFNG,ARRB1
Estrogen_response_late	0.335588347773338	0.818764945916864	0.595864789865607	1.09287760872255	25447	88	h.all	Breast Cancer	IMPA2,BTG3,PAPSS2,RBBP8,FLNB,SCARB1,UGDH,ARL3,ADD3,PPIF,IDH2,ALDH3A2
Protein_secretion	0.491327013586123	0.818764945916864	0.546885178908295	0.996225888234642	36850	82	h.all	Breast Cancer	ZW10,YKT6,ABCA1,ATP6V1H,ARCN1,TPD52,RPS6KA3,ADAM10,RAB2A,GOLGA4,ARFGAP3,ATP1A1,LAMP2,ATP7A,CTSC
Interferon_gamma_response	0.50322159391901	0.818764945916864	0.520188582158536	0.988693604047553	40846	135	h.all	Breast Cancer	HIF1A,STAT3,CD40,LY6E,GCH1,ICAM1,SP110,RIPK2,PSMB2,ITGB7,UPP1,CCL5,RNF31,SECTM1,NAMPT,IFITM2
Apical_junction	0.682901893964218	0.818764945916864	0.477526970705933	0.879203238286648	52101	92	h.all	Breast Cancer	CRAT,JAM3,FSCN1,VAV2,ICAM1,NLGN2,RSU1,SIRPA,SYMPK,TUBG1,YWHAH,CERCAM
Unfolded_protein_response	0.629289631757639	0.818764945916864	0.495427656515461	0.913828872259546	48190	94	h.all	Breast Cancer	XPOT,EXOSC4,RRP9,HYOU1,NOP56,DCTN1,EIF4E,EXOSC9
E2F_targets	0.50180691158996	0.818764945916864	0.519150835418469	0.989577657287647	40962	140	h.all	Breast Cancer	CDC25B,PRDX4,ZW10,AK2,POLD2,TCF19,ING3,EED,NOP56,PRKDC,TUBG1,NCAPD2,RPA1,MCM4,NAA38,GSPT1,RFC3
EMT	0.687762554570166	0.818764945916864	0.486141475789439	0.869684993372497	50097	68	h.all	Breast Cancer	SNTB1,PLOD1,GPC1,PDGFRB,TGFBR3,PPIB,PVR,BASP1,IGFBP2
ROS_pathway	0.54171200580341	0.818764945916864	0.575997096768534	0.96802414619831	35843	38	h.all	Breast Cancer	PRDX4,PRDX6,NDUFS2,SRXN1,GPX3,PRDX2,OXSR1
UV_response_up	0.42759746992949	0.818764945916864	0.557821642266055	1.03295916863198	32989	98	h.all	Breast Cancer	BTG3,EIF2S3,GCH1,CDKN1C,HSPA13,YKT6,ICAM1,FURIN,GPX3,CNP,PPIF,DGAT1,NXF1,ACAA1,IGFBP2,PPAT,STIP1,GRINA,POLE3,SLC6A8
UV_response_dn	0.436333505392703	0.818764945916864	0.573016465446576	1.03203381032132	32121	73	h.all	Breast Cancer	MAP1B,ZMIZ1,LTBP1,VAV2,PDGFRB,TGFBR3,PIK3CD,ADD3
Angiogenesis	0.396090370132992	0.818764945916864	-0.688614969781266	-1.11555863471182	17303	11	h.all	Breast Cancer	FGFR1,CCND2
