pathway	pval	padj	ES	NES	nMoreExtreme	size	geneset	type	genes
DNA_repair	0.620398091791413	0.674345751947188	0.252524974754337	0.921628580016937	37713	125	h.all	Breast Cancer	SDCBP,POLB,UPF3B,POLD3,DDB1,RFC3,PDE4B,AK3,RAE1,BRF2,ERCC4,RALA,ERCC8,ARL6IP1,POLR3C,POLA2,UMPS,RRM2B,RNMT,GTF2H1,RPA3,SUPT5H,NFX1,RAD52,GTF2H3,PCNA,ITPA,SEC61A1,ADRM1,CSTF3,POLE4,ZWINT,SF3A3,NUDT9,RFC2,STX3,PNP,DGUOK,RFC5,ADA,TAF9,POLR2D
Angiogenesis	0.663706563706564	0.706070812453791	-0.364990029942169	-0.848889504784667	30941	11	h.all	Breast Cancer	FGFR1,LRPAP1,TIMP1,S100A4
Apoptosis	0.697614120814739	0.726681375848687	-0.238473049193712	-0.90260511142762	27981	106	h.all	Breast Cancer	ATF3,BTG2,PSEN2,RARA,BMF,JUN,ISG20,GNA15,TGFBR3,GADD45A,PLCB2,FDXR,RHOT2,RHOB,CD14,BAX,ADD1
KRAS_signaling_up	0.787191368697697	0.803256498671119	0.247536849060847	0.825759632571615	45527	68	h.all	Breast Cancer	ST6GAL1,TRIB2,AMMECR1,AVL9,MMD,ADAM17,CROT,BTBD3,CBL,NIN,ID2,ZNF639,ADAM8,EVI5,TOR1AIP2
Allograft_rejection	0.929406627528989	0.929406627528989	-0.211090980427609	-0.774969615495768	38311	87	h.all	Breast Cancer	CSF1,TGFB1,IRF7,HLA-DOA,PTPN6,HLA-A,WAS,APBB1,CCL5,CSK,STAB1,RPS9,HCLS1,HLA-E,TIMP1,SPI1,CAPG,TAP1,TAP2,GBP2,F2R
Protein_secretion	3.43481297443354e-05	0.000858703243608386	-0.572630207924946	-1.80363220873029	2	82	h.all	Colorectal Cancer	ATP7A,ARFIP1,STX12,RAB5A,RAB9A,RPS6KA3,TPD52,VAMP7,OCRL,TMX1,SNAP23,RAB14,NAPG,YIPF6,VPS4B,COG2,VAMP4,LAMP2,BET1,SCAMP1,VAMP3,TSG101,STAM,USO1,TMED2
Oxidative_phosphorylation	2.10428854004461e-05	0.000858703243608386	-0.501063757408441	-1.69295284909812	1	177	h.all	Colorectal Cancer	NDUFA5,ACADM,PHYH,NDUFA4,NDUFB5,DLD,COX5A,ABCB7,CYCS,NDUFV2,ATP1B1,DECR1,SDHC,NDUFB6,NDUFB1,HCCS,ETFDH,COX11,ETFA,RETSAT,ATP6V1D,NDUFB4,MRPL35,IDH3A,CYB5A,COX7B,FDX1,SDHD,ISCA1,COX7A2L,TIMM9,SUCLG1,NDUFC2,OPA1,NDUFS6,MTRR,NDUFAB1,CASP7,GLUD1,ATP6V1G1,NNT,SLC25A5,MGST3,NDUFB2,PRDX3,MTX2,HADHA,DLAT,MRPL34,ALAS1,ATP6V0B,ATP6V1H,HTRA2,ACADSB,UQCR11,NDUFC1,UQCR10,UQCRC1,HADHB,ATP6V0E1,OAT,COX17,MRPS22,UQCRFS1,RHOT1,NDUFB3,ATP6V0C,SDHB,FH,MRPL15
Interferon_alpha_response	6.99594235343501e-05	0.00116599039223917	0.551219938221858	2.15121679042441	0	72	h.all	Colorectal Cancer	CNP,BST2,CD74,ADAR,HLA-C,IRF1,PARP14,TAP1,TRAFD1,OGFR,RNF31,MOV10,CSF1,DHX58,UBE2L6,PSMB9,SAMD9L,TMEM140,IRF7,PSME2,TRIM14,IFI30,STAT2,PSME1,LGALS3BP,ISG20
Androgen_response	0.000142367331443012	0.00142367331443012	-0.58291011492151	-1.77758534635044	11	64	h.all	Colorectal Cancer	ITGAV,RPS6KA3,TPD52,VAPA,SLC26A2,TMEM50A,SLC38A2,GPD1L,GNAI3,PDLIM5,HERC3,UBE2I,SPCS3,MYL12A,SMS,IQGAP2,STK39,RAB4A,NCOA4
Interferon_gamma_response	0.000134680134680135	0.00142367331443012	0.427434479757693	1.82913934773085	0	135	h.all	Colorectal Cancer	RNF213,BST2,CD74,ADAR,IRF1,PARP14,TAP1,HLA-DQA1,RBCK1,CASP4,HLA-DMA,TRAFD1,HLA-DRB1,ZNFX1,NUP93,OGFR,PML,CMKLR1,CCL5,PTPN6,RNF31,HLA-B,NFKB1,IL10RA,NLRC5,DHX58,PFKP,UBE2L6,ISOC1,PTPN1,PSMB9,LATS2,SAMD9L,ITGB7,CSF2RB,HLA-A,IRF7,CFB,PSME2,TRIM14,OAS3,STAT1,IFI30,STAT2,PSME1,PSMB10,LGALS3BP,ISG20
Fatty_acid_metabolism	0.00204619507801119	0.0170516256500932	-0.480469217130023	-1.55251043897924	183	104	h.all	Colorectal Cancer	HSD17B11,ACADM,GPD2,SUCLG2,EHHADH,DLD,ACOX1,HADH,DECR1,SDHC,HCCS,SMS,ETFDH,RETSAT,OSTC,PTS,SDHD,BPHL,CPT2,UGDH,SUCLG1,S100A10,NSDHL,ACSL4,ACSL1,ADIPOR2,GSTZ1,ALDH9A1,APEX1,HMGCL,NTHL1,LGALS1,ACADS,UROS,FASN,HADHB,IDI1,MGLL
MYC_targets_v2	0.0111910039465859	0.0699437746661621	0.41470469920342	1.51034840783568	206	50	h.all	Colorectal Cancer	NOP2,IPO4,NOLC1,PPRC1,RABEPK,TCOF1,PUS1,NOP56,MYBBP1A,FARSA,RRP12
Pancreas_beta_cells	0.0109978095022283	0.0699437746661621	-0.751006507383637	-1.59930993856601	727	10	h.all	Colorectal Cancer	SRP9,SPCS1,ELP4,SEC11A
Peroxisome	0.0188621521444961	0.104789734136089	-0.472017469027661	-1.45137890284352	1602	68	h.all	Colorectal Cancer	HSD17B11,BCL10,SIAH1,ABCD3,PEX2,PEX13,EHHADH,MSH2,ACOX1,VPS4B,SCP2,RETSAT,ITGB1BP1,ACSL4,ACSL1,ALDH9A1,HMGCL,SLC25A17,PEX11B,SOD1
Heme_metabolism	0.0230794412920122	0.115397206460061	-0.41591885349104	-1.36645108818006	2114	124	h.all	Colorectal Cancer	NUDT4,KAT2B,ATG4A,SDCBP,RIOK3,YPEL5,TMEM9B,DCUN1D1,MOSPD1,ERMAP,TRAK2,NEK7,LAMP2,BPGM,MXI1,CDC27,SLC25A38,KLF3,ISCA1,BACH1,TCEA1,NCOA4,TFRC,FBXO34,MINPP1,CAST,ARL2BP,NNT,VEZF1,ENDOD1,MGST3
Adipogenesis	0.026469263920753	0.119547641583846	-0.401764103714754	-1.3381021481161	2468	146	h.all	Colorectal Cancer	RNF11,NDUFA5,ACADM,RIOK3,PHYH,GPD2,TANK,SULT1A1,JAGN1,TOB1,DLD,ACOX1,HADH,DECR1,SDHC,PDCD4,G3BP2,SCP2,ARL4A,CCNG2,RETSAT,MAP4K3,IDH3A,COX7B,ATL2,ATP1B3,STOM,CPT2,CMPK1,SUCLG1,DHRS7B,RTN3,NDUFAB1,MTCH2,MGST3,ADIPOR2,CDKN2C,PRDX3,DLAT,ACADS,DRAM2,SOD1,CHCHD10,UQCR11,TST,UQCR10,UQCRC1,MGLL
Hedgehog_signaling	0.028691433980123	0.119547641583846	0.677139823288283	1.63029464223495	969	10	h.all	Colorectal Cancer	PML,TLE3,LDB1,MYH9
Allograft_rejection	0.0378831934867492	0.145704590333651	0.322750747013736	1.29650608204376	455	87	h.all	Colorectal Cancer	HLA-DOA,CD74,TAP2,TAP1,HLA-DQA1,HLA-DMA,STAB1,ITGAL,WAS,CCL5,PTPN6,IL16,CSF1,C2,HLA-DRA,TIMP1,HCLS1,HLA-E,ITGB2,TRAF2,ICOSLG,HLA-A,IRF7,IL27RA,HLA-DMB,CD4,STAT1
ROS_pathway	0.0585884233789439	0.209244369210514	0.395122290903526	1.35566577563226	1245	38	h.all	Colorectal Cancer	GPX3,LSP1,SBNO2,ABCC1,PFKP,TXNRD2,ERCC2,FES,PRDX6
WNT_beta_catenin_signaling	0.0828561130911858	0.273074802692665	0.42285658769018	1.3448158976387	2068	27	h.all	Colorectal Cancer	TCF7,NOTCH4,NCOR2,MAML1,NOTCH1,NCSTN
PI3K_AKT_MTOR_signaling	0.0873839368616527	0.273074802692665	-0.412992459504615	-1.28566305498396	7528	75	h.all	Colorectal Cancer	RAC1,RPS6KA3,UBE2N,ARPC3,ACTR3,UBE2D3,CAB39,ACTR2,NCK1,RALB,GSK3B,IL2RG,YWHAB,MYD88,SMAD2,PPP2R1B,EIF4E,RIT1,PTEN
Bile_acid_metabolism	0.112618327315312	0.331230374456799	-0.431610683493237	-1.27772786311694	9231	52	h.all	Colorectal Cancer	HSD17B11,ABCA5,PNPLA8,PHYH,ABCD3,PEX13,SCP2,HACL1,RETSAT,PXMP2,CROT,ACSL1,ALDH9A1,SOD1,PEX1,PEX19,IDI1
Unfolded_protein_response	0.150195173882186	0.417208816339405	0.281148041861865	1.14308062850704	1692	94	h.all	Colorectal Cancer	KHSRP,TSPYL2,SLC1A4,ALDH18A1,ZBTB17,NOLC1,EIF4G1,HYOU1,SLC7A5,EEF2,NOP56,HSPA9,EXOSC1,FUS,CXXC1,PSAT1,DCTN1,EDC4,HSPA5,TUBB2A,DDIT4,HSP90B1,EXOC2
Inflammatory_response	0.170294567932499	0.445199331261291	-0.381593444957434	-1.19635052338904	14793	79	h.all	Colorectal Cancer	ACVR2A,SRI,AHR,SGMS2,KLF6,PSEN1,NAMPT,IFNAR1,GNAI3,HBEGF,ATP2B1,GCH1,GNA15,ABI1,PTGER4,MXD1
